1,2018/11/01 05:28:49,007200002539,THREAT,spyware,2049,2018/11/01 05:28:49,10.154.1.5,204.16.173.33,,,Watch Public DNS and SMTP,pancademo\dorothy.morrill,,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:28:49,537967,1,32775,53,0,0,0x2000,udp,drop,"",Worm.rimecud:butterfly.bigmoney.biz(87965843),any,medium,client-to-server,2043795947,0xa000000000000000,10.0.0.0-10.255.255.255,United States,0,,0,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,dns-wildfire,AppThreat-4-30771,0x0,0,4294967295,
1,2018/11/01 05:28:04,007200002539,THREAT,spyware,2049,2018/11/01 05:28:04,10.154.1.5,204.16.175.12,,,Watch Public DNS and SMTP,pancademo\dorothy.morrill,,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:28:04,771838,1,32775,53,0,0,0x2000,udp,drop,"",Worm.rimecud:butterfly.bigmoney.biz(87965843),any,medium,client-to-server,2043794980,0xa000000000000000,10.0.0.0-10.255.255.255,United States,0,,0,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,dns-wildfire,AppThreat-4-30771,0x0,0,4294967295,
1,2018/11/01 05:27:21,007200002539,THREAT,spyware,2049,2018/11/01 05:27:21,10.154.1.5,204.16.173.31,,,Watch Public DNS and SMTP,pancademo\dorothy.morrill,,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:27:21,116104,1,32775,53,0,0,0x2000,udp,drop,"",Worm.rimecud:butterfly.bigmoney.biz(87965843),any,medium,client-to-server,2043794419,0xa000000000000000,10.0.0.0-10.255.255.255,United States,0,,0,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,dns-wildfire,AppThreat-4-30771,0x0,0,4294967295,
1,2018/11/01 05:26:09,007200002539,THREAT,vulnerability,2049,2018/11/01 05:26:09,66.1.1.6,10.154.10.65,,,Watch Public DNS and SMTP,,pancademo\paula.wheeler,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:26:09,449601,1,29812,53,0,0,0x2000,udp,alert,"",ISC BIND Internal Memory Disclosure Vulnerability(31904),any,informational,client-to-server,2043793916,0xa000000000000000,United States,10.0.0.0-10.255.255.255,0,,0,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,info-leak,AppThreat-8084-5108,0x0,0,4294967295,
1,2018/11/01 05:26:04,007200002539,THREAT,vulnerability,2049,2018/11/01 05:26:04,66.1.1.3,10.154.10.221,,,Watch Public DNS and SMTP,,pancademo\anne.agee,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:26:04,399053,1,1024,53,0,0,0x80002000,udp,drop,"",TippingPoint Web Interface Reverse DNS Lookup Cross Site Scripting(33097),any,high,server-to-client,2043793851,0xa000000000000000,United States,10.0.0.0-10.255.255.255,0,,1203999969669871332,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,info-leak,AppThreat-8084-5108,0x0,0,4294967295,
1,2018/11/01 05:26:04,007200002539,THREAT,vulnerability,2049,2018/11/01 05:26:04,66.1.1.7,10.154.10.185,,,Watch Public DNS and SMTP,,pancademo\angela.mackey,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:26:04,187893,1,1024,53,0,0,0x80002000,udp,drop,"",TippingPoint IPS Command Line Interface ping Reverse DNS Lookup Format String(33099),any,high,server-to-client,2043793849,0xa000000000000000,United States,10.0.0.0-10.255.255.255,0,,1152921504636557280,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,code-execution,AppThreat-8084-5108,0x0,0,4294967295,
1,2018/11/01 05:26:04,007200002539,THREAT,vulnerability,2049,2018/11/01 05:26:04,66.1.1.2,10.154.10.169,,,Watch Public DNS and SMTP,,,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:26:04,400018,1,1024,53,0,0,0x80002000,udp,drop,"",Oracle Secure Backup Buffer Overflow Vulnerability(39274),any,high,server-to-client,2043793848,0xa000000000000000,United States,10.0.0.0-10.255.255.255,0,,1152921504636557279,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,overflow,AppThreat-8084-5108,0x0,0,4294967295,
1,2018/11/01 05:26:03,007200002539,THREAT,vulnerability,2049,2018/11/01 05:26:03,66.1.1.5,10.154.10.127,,,Watch Public DNS and SMTP,,pancademo\kathlene.nance,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:26:03,484899,1,65534,53,0,0,0x80002000,tcp,reset-both,"",Multiple Sniffer Vendor DNS Label Compression Recursion Denial of Service Vulnerability(34294),any,high,client-to-server,2043793739,0xa000000000000000,United States,10.0.0.0-10.255.255.255,0,,1152921504636557245,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,dos,AppThreat-8084-5108,0x0,0,4294967295,
1,2018/11/01 05:26:03,007200002539,THREAT,vulnerability,2049,2018/11/01 05:26:03,66.1.1.10,10.154.10.192,,,Watch Public DNS and SMTP,,pancademo\joe.bennet,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:26:03,365760,1,38362,53,0,0,0x80002000,tcp,reset-both,"",Multiple Sniffer Vendor DNS Label Compression Recursion Denial of Service Vulnerability(34294),any,high,client-to-server,2043793734,0xa000000000000000,United States,10.0.0.0-10.255.255.255,0,,1203999969669871292,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,dos,AppThreat-8084-5108,0x0,0,4294967295,
1,2018/11/01 05:26:03,007200002539,THREAT,vulnerability,2049,2018/11/01 05:26:03,66.1.1.6,10.154.10.254,,,Watch Public DNS and SMTP,,,dns,vsys1,L3-TAP,L3-TAP,ethernet1/2,ethernet1/2,ToUS1RAMA,2018/11/01 05:26:03,98847,1,44612,53,0,0,0x80002000,udp,drop,"",Multiple Sniffer Vendor DNS Label Compression Recursion Denial of Service Vulnerability(34294),any,high,client-to-server,2043793726,0xa000000000000000,United States,10.0.0.0-10.255.255.255,0,,1203999969669871289,,,0,,,,,,,,0,31,43,0,0,,us3,,,,,0,,0,,N/A,dos,AppThreat-8084-5108,0x0,0,4294967295,
