1,2018/05/01 03:54:56,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:54:56,192.168.45.201,5.135.74.240,192.168.55.20,5.135.74.240,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:54:56,61807,2,56180,80,43783,80,0x402000,tcp,alert,"www.valcocchiararetreat.com/wp-content/plugins/replace-image/4.exe",JavaScript Obfuscation Detected(54261),malware,informational,server-to-client,22071,0x2000000000000000,192.168.0.0-192.168.255.255,France,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-obfuscation,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:54:52,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:54:52,192.168.45.201,112.78.2.139,192.168.55.20,112.78.2.139,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:54:52,61843,1,37612,80,52500,80,0x402000,tcp,alert,"xaydungthanhdanhcom004.chiliweb.org/",JavaScript Obfuscation Detected(54261),society,informational,server-to-client,22070,0x2000000000000000,192.168.0.0-192.168.255.255,Viet Nam,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-obfuscation,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:53:52,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:53:52,192.168.45.201,213.189.2.49,192.168.55.20,213.189.2.49,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:53:52,61666,1,45602,80,31700,80,0x402000,tcp,alert,"www.haroldaalbers.nl/nets/net",JavaScript Obfuscation Detected(54261),computer-and-internet-info,informational,server-to-client,22054,0x2000000000000000,192.168.0.0-192.168.255.255,Netherlands,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-obfuscation,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:46:47,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:46:47,192.168.45.201,185.46.53.67,192.168.55.20,185.46.53.67,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:46:47,60711,2,51580,80,63879,80,0x402000,tcp,alert,"www.ersanelektrik.biz/Archive",JavaScript Obfuscation Detected(54261),malware,informational,server-to-client,21904,0x2000000000000000,192.168.0.0-192.168.255.255,Turkey,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-obfuscation,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:46:47,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:46:47,192.168.45.201,5.39.53.40,192.168.55.20,5.39.53.40,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:46:47,60760,1,58296,80,39054,80,0x402000,tcp,alert,"mbrpgq.jpg",Windows Portable Executable File Image Evasion(37616),malware,informational,server-to-client,21903,0x2000000000000000,192.168.0.0-192.168.255.255,Netherlands,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-execution,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:45:47,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:45:47,192.168.45.201,5.39.53.40,192.168.55.20,5.39.53.40,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:45:47,60622,1,58240,80,22217,80,0x402000,tcp,alert,"ezbppl.jpg",Windows Portable Executable File Image Evasion(37616),malware,informational,server-to-client,21883,0x2000000000000000,192.168.0.0-192.168.255.255,Netherlands,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-execution,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:40:35,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:40:35,192.168.45.201,5.39.53.40,192.168.55.20,5.39.53.40,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:40:35,60166,1,58112,80,41503,80,0x402000,tcp,alert,"etbnoc.jpg",Windows Portable Executable File Image Evasion(37616),malware,informational,server-to-client,21826,0x2000000000000000,192.168.0.0-192.168.255.255,Netherlands,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-execution,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:37:15,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:37:15,192.168.45.201,67.23.248.58,192.168.55.20,67.23.248.58,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:37:15,59813,2,58196,80,40060,80,0x402000,tcp,alert,"kiwydesigns.com/as/emns/emns/fmrn",JavaScript Obfuscation Detected(54261),computer-and-internet-info,informational,server-to-client,21760,0x2000000000000000,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-obfuscation,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:37:13,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:37:13,192.168.45.201,45.55.33.129,192.168.55.20,45.55.33.129,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:37:13,59842,1,56652,80,31228,80,0x402000,tcp,alert,"laloma.com/content/au/www.apple.com.au/WebObjects/iTunesConnect.html",JavaScript Obfuscation Detected(54261),society,informational,server-to-client,21759,0x2000000000000000,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-obfuscation,AppThreat-8012-4672,0x0,0,4294967295,
1,2018/05/01 03:34:53,015351000011583,THREAT,vulnerability,2049,2018/05/01 03:34:53,192.168.45.201,138.128.150.133,192.168.55.20,138.128.150.133,allow all,,,web-browsing,vsys1,trust,untrust,ethernet1/2,ethernet1/1,SFN-Log-Fowarding,2018/05/01 03:34:53,59607,1,37594,80,31988,80,0x402000,tcp,alert,"fxext.gif",Windows Portable Executable File Image Evasion(37616),malware,informational,server-to-client,21713,0x2000000000000000,192.168.0.0-192.168.255.255,United States,0,,0,,,1,,,,,,,,0,12,0,0,0,,ELA-VM-50,,,,,0,,0,,N/A,code-execution,AppThreat-8012-4672,0x0,0,4294967295,
